Time(s)	V(m/s)	xb(m)	xt(m)
8.720	10.859	0.515	0.180
8.730	10.845	0.514	0.183
8.740	10.830	0.513	0.187
8.750	10.817	0.512	0.190
8.760	10.807	0.511	0.193
8.770	10.801	0.510	0.196
8.780	10.800	0.509	0.200
8.790	10.803	0.509	0.203
8.800	10.811	0.508	0.206
8.810	10.822	0.508	0.210
8.820	10.834	0.507	0.213
8.830	10.847	0.507	0.216
8.840	10.859	0.507	0.220
8.850	10.870	0.507	0.223
8.860	10.878	0.506	0.226
8.870	10.884	0.506	0.230
8.880	10.890	0.506	0.233
8.890	10.895	0.506	0.237
8.900	10.901	0.507	0.240
8.910	10.909	0.507	0.244
8.920	10.921	0.507	0.247
8.930	10.935	0.508	0.250
8.940	10.953	0.508	0.254
8.950	10.972	0.509	0.257
8.960	10.992	0.509	0.261
8.970	11.009	0.510	0.264
8.980	11.023	0.511	0.268
8.990	11.029	0.512	0.271
9.000	11.027	0.513	0.275
9.010	11.014	0.514	0.278
9.020	10.991	0.515	0.282
9.030	10.955	0.516	0.285
9.040	10.910	0.518	0.288
9.050	10.857	0.519	0.292
9.060	10.799	0.521	0.295
9.070	10.737	0.522	0.299
9.080	10.676	0.523	0.302
9.090	10.619	0.525	0.306
9.100	10.566	0.527	0.309
9.110	10.521	0.528	0.312
9.120	10.482	0.530	0.316
9.130	10.451	0.531	0.319
9.140	10.425	0.533	0.322
9.150	10.403	0.534	0.326
9.160	10.383	0.536	0.329
9.170	10.364	0.537	0.332
9.180	10.343	0.539	0.336
9.190	10.320	0.540	0.339
9.200	10.295	0.541	0.342
9.210	10.268	0.542	0.345
9.220	10.240	0.544	0.349
9.230	10.214	0.545	0.352
9.240	10.193	0.546	0.355
9.250	10.177	0.547	0.358
9.260	10.170	0.548	0.361
9.270	10.172	0.549	0.365
9.280	10.184	0.549	0.368
9.290	10.204	0.550	0.371
9.300	10.232	0.551	0.374
9.310	10.265	0.552	0.377
9.320	10.300	0.552	0.380
9.330	10.333	0.553	0.383
9.340	10.362	0.553	0.386
9.350	10.383	0.554	0.389
9.360	10.396	0.554	0.392
9.370	10.400	0.555	0.395
9.380	10.394	0.555	0.397
9.390	10.381	0.556	0.400
9.400	10.363	0.556	0.403
9.410	10.343	0.557	0.406
9.420	10.325	0.557	0.409
9.430	10.312	0.557	0.411
9.440	10.306	0.558	0.414
9.450	10.310	0.558	0.417
9.460	10.324	0.558	0.419
9.470	10.348	0.558	0.422
9.480	10.381	0.559	0.424
9.490	10.419	0.559	0.427
9.500	10.461	0.559	0.429
9.510	10.503	0.559	0.432
9.520	10.542	0.559	0.434
9.530	10.576	0.560	0.436
9.540	10.602	0.560	0.439
9.550	10.621	0.560	0.441
9.560	10.632	0.560	0.443
9.570	10.638	0.561	0.445
9.580	10.640	0.561	0.447
9.590	10.641	0.561	0.449
9.600	10.643	0.562	0.451
9.610	10.649	0.562	0.453
9.620	10.661	0.563	0.455
9.630	10.678	0.563	0.457
9.640	10.702	0.564	0.459
9.650	10.731	0.565	0.461
9.660	10.762	0.565	0.463
9.670	10.793	0.566	0.464
9.680	10.822	0.567	0.466
9.690	10.844	0.568	0.468
9.700	10.859	0.568	0.469
9.710	10.863	0.569	0.471
9.720	10.858	0.570	0.472
9.730	10.844	0.571	0.474
9.740	10.821	0.572	0.475
9.750	10.795	0.573	0.476
9.760	10.767	0.575	0.478
9.770	10.742	0.576	0.479
9.780	10.724	0.577	0.480
9.790	10.715	0.578	0.481
9.800	10.718	0.580	0.482
9.810	10.735	0.581	0.483
9.820	10.766	0.582	0.484
9.830	10.808	0.584	0.485
9.840	10.860	0.585	0.486
9.850	10.918	0.586	0.487
9.860	10.979	0.588	0.488
9.870	11.037	0.590	0.488
9.880	11.089	0.591	0.489
9.890	11.131	0.593	0.490
9.900	11.161	0.595	0.490
9.910	11.176	0.596	0.491
9.920	11.175	0.598	0.491
9.930	11.161	0.600	0.492
9.940	11.133	0.602	0.492
9.950	11.094	0.604	0.492
9.960	11.048	0.606	0.493
9.970	10.998	0.609	0.493
9.980	10.947	0.611	0.493
9.990	10.899	0.613	0.493
10.000	10.856	0.615	0.493
10.010	10.822	0.617	0.493
10.020	10.796	0.620	0.493
10.030	10.781	0.622	0.493
10.040	10.777	0.624	0.493
10.050	10.783	0.626	0.493
10.060	10.798	0.628	0.493
10.070	10.819	0.630	0.493
10.080	10.846	0.632	0.492
10.090	10.876	0.634	0.492
10.100	10.905	0.636	0.492
10.110	10.933	0.638	0.491
10.120	10.955	0.640	0.491
10.130	10.970	0.642	0.490
10.140	10.976	0.644	0.490
10.150	10.972	0.646	0.489
10.160	10.958	0.648	0.488
10.170	10.934	0.650	0.488
10.180	10.901	0.651	0.487
10.190	10.861	0.653	0.486
10.200	10.815	0.655	0.485
10.210	10.766	0.657	0.485
10.220	10.718	0.658	0.484
10.230	10.673	0.660	0.483
10.240	10.633	0.661	0.482
10.250	10.601	0.663	0.481
10.260	10.577	0.664	0.480
10.270	10.562	0.665	0.479
10.280	10.555	0.666	0.478
10.290	10.554	0.667	0.476
10.300	10.558	0.668	0.475
10.310	10.563	0.669	0.474
10.320	10.566	0.670	0.473
10.330	10.565	0.671	0.472
10.340	10.557	0.671	0.470
10.350	10.542	0.672	0.469
10.360	10.517	0.672	0.468
10.370	10.485	0.672	0.466
10.380	10.447	0.672	0.465
10.390	10.406	0.672	0.463
10.400	10.364	0.672	0.462
10.410	10.327	0.672	0.460
10.420	10.296	0.672	0.459
10.430	10.276	0.671	0.457
10.440	10.268	0.671	0.455
10.450	10.273	0.670	0.454
10.460	10.292	0.670	0.452
10.470	10.321	0.669	0.450
10.480	10.359	0.668	0.449
10.490	10.402	0.667	0.447
10.500	10.446	0.666	0.445
10.510	10.487	0.664	0.443
10.520	10.521	0.663	0.441
10.530	10.546	0.662	0.439
10.540	10.561	0.660	0.438
10.550	10.565	0.659	0.436
10.560	10.560	0.657	0.434
10.570	10.548	0.656	0.432
10.580	10.534	0.654	0.430
10.590	10.521	0.652	0.428
10.600	10.513	0.651	0.426
10.610	10.513	0.649	0.424
10.620	10.523	0.647	0.421
10.630	10.546	0.645	0.419
10.640	10.579	0.644	0.417
10.650	10.622	0.642	0.415
10.660	10.672	0.640	0.413
10.670	10.724	0.638	0.411
10.680	10.774	0.637	0.408
10.690	10.818	0.635	0.406
10.700	10.852	0.633	0.404
10.710	10.874	0.631	0.402
10.720	10.881	0.630	0.399
10.730	10.874	0.628	0.397
10.740	10.854	0.627	0.395
10.750	10.825	0.625	0.392
10.760	10.788	0.624	0.390
10.770	10.750	0.622	0.387
10.780	10.712	0.621	0.385
10.790	10.679	0.619	0.383
10.800	10.652	0.618	0.380
10.810	10.633	0.617	0.378
10.820	10.621	0.615	0.375
10.830	10.615	0.614	0.373
10.840	10.612	0.613	0.370
10.850	10.610	0.612	0.368
10.860	10.606	0.611	0.365
10.870	10.597	0.609	0.363
10.880	10.582	0.608	0.360
10.890	10.560	0.607	0.357
10.900	10.532	0.606	0.355
10.910	10.500	0.605	0.352
10.920	10.468	0.604	0.350
10.930	10.440	0.603	0.347
10.940	10.420	0.602	0.344
10.950	10.411	0.600	0.342
10.960	10.416	0.599	0.339
10.970	10.438	0.598	0.336
10.980	10.475	0.597	0.334
10.990	10.525	0.596	0.331
11.000	10.584	0.595	0.328
11.010	10.648	0.594	0.326
11.020	10.710	0.593	0.323
11.030	10.763	0.592	0.320
11.040	10.801	0.592	0.318
11.050	10.820	0.591	0.315
11.060	10.816	0.590	0.312
11.070	10.788	0.589	0.310
11.080	10.737	0.589	0.307
11.090	10.667	0.588	0.304
11.100	10.583	0.588	0.302
11.110	10.492	0.587	0.299
11.120	10.402	0.587	0.296
11.130	10.319	0.586	0.293
11.140	10.250	0.586	0.291
11.150	10.201	0.585	0.288
11.160	10.176	0.584	0.285
11.170	10.174	0.584	0.283
11.180	10.195	0.583	0.280
11.190	10.236	0.583	0.278
11.200	10.292	0.582	0.275
11.210	10.356	0.581	0.272
11.220	10.422	0.581	0.270
11.230	10.483	0.580	0.267
11.240	10.534	0.579	0.264
11.250	10.571	0.579	0.262
11.260	10.591	0.578	0.259
11.270	10.593	0.577	0.257
11.280	10.579	0.577	0.254
11.290	10.552	0.576	0.252
11.300	10.515	0.576	0.249
11.310	10.473	0.575	0.247
11.320	10.429	0.575	0.244
11.330	10.388	0.574	0.242
11.340	10.354	0.574	0.239
11.350	10.328	0.573	0.237
11.360	10.311	0.573	0.234
11.370	10.304	0.572	0.232
11.380	10.304	0.572	0.229
11.390	10.311	0.571	0.227
11.400	10.323	0.571	0.225
11.410	10.337	0.570	0.222
11.420	10.352	0.569	0.220
11.430	10.367	0.569	0.218
11.440	10.382	0.568	0.215
11.450	10.398	0.568	0.213
11.460	10.415	0.567	0.211
11.470	10.435	0.566	0.209
11.480	10.460	0.566	0.207
11.490	10.491	0.565	0.204
11.500	10.529	0.565	0.202
11.510	10.574	0.564	0.200
11.520	10.626	0.564	0.198
11.530	10.683	0.563	0.196
11.540	10.742	0.563	0.194
11.550	10.802	0.562	0.192
11.560	10.859	0.562	0.190
11.570	10.910	0.562	0.188
11.580	10.952	0.562	0.186
11.590	10.984	0.561	0.184
11.600	11.004	0.561	0.183
11.610	11.012	0.561	0.181
11.620	11.007	0.561	0.179
11.630	10.992	0.562	0.177
11.640	10.969	0.562	0.175
11.650	10.939	0.562	0.174
11.660	10.906	0.563	0.172
11.670	10.872	0.563	0.171
11.680	10.840	0.563	0.169
11.690	10.811	0.564	0.167
11.700	10.788	0.564	0.166
11.710	10.771	0.565	0.164
11.720	10.762	0.566	0.163
11.730	10.760	0.566	0.162
11.740	10.765	0.567	0.160
11.750	10.778	0.567	0.159
11.760	10.796	0.568	0.158
11.770	10.820	0.569	0.156
11.780	10.848	0.569	0.155
11.790	10.879	0.570	0.154
11.800	10.912	0.571	0.153
11.810	10.944	0.571	0.152
11.820	10.975	0.572	0.151
11.830	11.003	0.573	0.150
11.840	11.024	0.574	0.149
11.850	11.038	0.574	0.148
11.860	11.043	0.575	0.147
11.870	11.037	0.576	0.146
11.880	11.019	0.577	0.145
11.890	10.991	0.578	0.145
11.900	10.952	0.579	0.144
11.910	10.904	0.579	0.143
11.920	10.850	0.580	0.143
11.930	10.792	0.581	0.142
11.940	10.735	0.582	0.141
11.950	10.682	0.583	0.141
11.960	10.635	0.583	0.140
11.970	10.598	0.584	0.140
11.980	10.572	0.585	0.140
11.990	10.559	0.585	0.139
12.000	10.556	0.586	0.139
12.010	10.563	0.586	0.139
12.020	10.577	0.587	0.139
12.030	10.594	0.587	0.139
12.040	10.610	0.587	0.139
12.050	10.622	0.587	0.139
12.060	10.626	0.587	0.139
12.070	10.620	0.587	0.139
12.080	10.603	0.587	0.139
12.090	10.574	0.587	0.139
12.100	10.536	0.587	0.139
12.110	10.490	0.587	0.139
12.120	10.440	0.586	0.140
12.130	10.391	0.586	0.140
12.140	10.347	0.586	0.140
12.150	10.310	0.585	0.141
12.160	10.285	0.584	0.141
12.170	10.272	0.583	0.142
12.180	10.272	0.583	0.142
12.190	10.284	0.582	0.143
12.200	10.306	0.581	0.144
12.210	10.334	0.579	0.144
12.220	10.362	0.578	0.145
12.230	10.388	0.577	0.146
12.240	10.407	0.575	0.147
12.250	10.415	0.574	0.148
12.260	10.410	0.572	0.149
12.270	10.391	0.571	0.150
12.280	10.358	0.569	0.151
12.290	10.314	0.568	0.152
12.300	10.260	0.566	0.153
12.310	10.201	0.564	0.154
12.320	10.142	0.562	0.155
12.330	10.087	0.560	0.156
12.340	10.041	0.558	0.158
12.350	10.005	0.556	0.159
12.360	9.984	0.554	0.160
12.370	9.978	0.551	0.161
12.380	9.987	0.549	0.163
12.390	10.009	0.547	0.164
12.400	10.044	0.544	0.166
12.410	10.087	0.541	0.167
12.420	10.136	0.539	0.169
12.430	10.187	0.536	0.170
12.440	10.236	0.534	0.172
12.450	10.281	0.531	0.173
12.460	10.319	0.528	0.175
12.470	10.349	0.526	0.177
12.480	10.368	0.523	0.178
12.490	10.376	0.520	0.180
12.500	10.372	0.518	0.182
12.510	10.357	0.515	0.184
12.520	10.331	0.513	0.185
12.530	10.295	0.510	0.187
12.540	10.250	0.508	0.189
12.550	10.198	0.505	0.191
12.560	10.140	0.503	0.193
12.570	10.080	0.501	0.195
12.580	10.020	0.498	0.197
12.590	9.962	0.496	0.199
12.600	9.911	0.494	0.201
12.610	9.869	0.491	0.202
12.620	9.839	0.489	0.204
12.630	9.824	0.487	0.206
12.640	9.826	0.484	0.208
12.650	9.845	0.482	0.210
12.660	9.881	0.480	0.212
12.670	9.932	0.477	0.215
12.680	9.996	0.475	0.217
12.690	10.070	0.473	0.219
12.700	10.148	0.471	0.221
12.710	10.227	0.469	0.223
12.720	10.301	0.467	0.225
12.730	10.367	0.465	0.227
12.740	10.420	0.463	0.229
12.750	10.459	0.462	0.231
12.760	10.484	0.460	0.233
12.770	10.494	0.459	0.235
12.780	10.492	0.457	0.237
12.790	10.480	0.456	0.239
12.800	10.462	0.455	0.242
12.810	10.442	0.454	0.244
12.820	10.425	0.454	0.246
12.830	10.413	0.453	0.248
12.840	10.409	0.453	0.250
12.850	10.413	0.452	0.252
12.860	10.426	0.452	0.254
12.870	10.447	0.452	0.256
12.880	10.473	0.452	0.258
12.890	10.502	0.452	0.260
12.900	10.530	0.452	0.262
12.910	10.555	0.453	0.264
12.920	10.574	0.453	0.266
12.930	10.586	0.454	0.268
12.940	10.590	0.455	0.270
12.950	10.585	0.456	0.272
12.960	10.575	0.457	0.274
12.970	10.560	0.458	0.276
12.980	10.542	0.459	0.278
12.990	10.525	0.460	0.280
13.000	10.509	0.462	0.282
13.010	10.497	0.464	0.284
13.020	10.488	0.465	0.286
13.030	10.482	0.467	0.288
13.040	10.477	0.469	0.290
13.050	10.473	0.471	0.292
13.060	10.466	0.473	0.294
13.070	10.455	0.475	0.296
13.080	10.439	0.478	0.297
13.090	10.417	0.480	0.299
13.100	10.389	0.482	0.301
13.110	10.357	0.485	0.303
13.120	10.323	0.487	0.305
13.130	10.292	0.489	0.306
13.140	10.267	0.492	0.308
13.150	10.250	0.494	0.310
13.160	10.247	0.497	0.312
13.170	10.258	0.499	0.313
13.180	10.284	0.502	0.315
13.190	10.324	0.505	0.317
13.200	10.376	0.507	0.319
13.210	10.435	0.510	0.320
13.220	10.496	0.512	0.322
13.230	10.553	0.515	0.324
13.240	10.601	0.518	0.325
13.250	10.634	0.520	0.327
13.260	10.649	0.523	0.328
13.270	10.644	0.526	0.330
13.280	10.619	0.529	0.331
13.290	10.575	0.531	0.333
13.300	10.518	0.534	0.335
13.310	10.451	0.537	0.336
13.320	10.381	0.540	0.338
13.330	10.315	0.542	0.339
13.340	10.258	0.545	0.341
13.350	10.214	0.548	0.342
13.360	10.186	0.550	0.343
13.370	10.175	0.553	0.345
13.380	10.178	0.555	0.346
13.390	10.194	0.558	0.348
13.400	10.216	0.560	0.349
13.410	10.238	0.563	0.350
13.420	10.255	0.565	0.352
13.430	10.260	0.567	0.353
13.440	10.250	0.569	0.354
13.450	10.222	0.571	0.356
13.460	10.175	0.573	0.357
13.470	10.111	0.574	0.358
13.480	10.035	0.576	0.359
13.490	9.951	0.578	0.361
13.500	9.866	0.579	0.362
13.510	9.787	0.580	0.363
13.520	9.721	0.582	0.364
13.530	9.672	0.583	0.365
13.540	9.645	0.583	0.366
13.550	9.640	0.584	0.368
13.560	9.658	0.585	0.369
13.570	9.695	0.585	0.370
13.580	9.748	0.585	0.371
13.590	9.811	0.586	0.372
13.600	9.878	0.586	0.373
13.610	9.943	0.586	0.374
13.620	10.001	0.585	0.375
13.630	10.050	0.585	0.376
13.640	10.086	0.585	0.377
13.650	10.111	0.584	0.378
13.660	10.125	0.584	0.379
13.670	10.132	0.583	0.380
13.680	10.135	0.582	0.381
13.690	10.139	0.582	0.381
13.700	10.147	0.581	0.382
13.710	10.164	0.580	0.383
13.720	10.190	0.579	0.384
13.730	10.226	0.578	0.385
13.740	10.272	0.577	0.385
13.750	10.325	0.576	0.386
13.760	10.382	0.575	0.387
13.770	10.439	0.574	0.387
13.780	10.492	0.573	0.388
13.790	10.537	0.572	0.389
13.800	10.573	0.571	0.389
13.810	10.598	0.571	0.390
13.820	10.611	0.570	0.390
13.830	10.613	0.569	0.391
13.840	10.608	0.568	0.391
13.850	10.598	0.567	0.392
13.860	10.587	0.566	0.392
13.870	10.578	0.566	0.393
13.880	10.573	0.565	0.393
13.890	10.576	0.565	0.393
13.900	10.587	0.564	0.394
13.910	10.606	0.564	0.394
13.920	10.630	0.563	0.394
13.930	10.659	0.563	0.395
13.940	10.688	0.562	0.395
13.950	10.716	0.562	0.395
13.960	10.738	0.562	0.395
13.970	10.752	0.562	0.395
13.980	10.757	0.562	0.395
13.990	10.752	0.562	0.396
14.000	10.737	0.562	0.396
14.010	10.715	0.562	0.396
14.020	10.685	0.562	0.396
14.030	10.652	0.562	0.396
14.040	10.618	0.562	0.396
14.050	10.584	0.563	0.395
14.060	10.552	0.563	0.395
14.070	10.523	0.564	0.395
14.080	10.497	0.564	0.395
14.090	10.473	0.564	0.395
14.100	10.450	0.565	0.395
14.110	10.425	0.565	0.394
14.120	10.397	0.566	0.394
14.130	10.364	0.566	0.394
14.140	10.325	0.567	0.393
14.150	10.280	0.567	0.393
14.160	10.228	0.568	0.393
14.170	10.171	0.568	0.392
14.180	10.111	0.569	0.392
14.190	10.051	0.569	0.391
14.200	9.993	0.570	0.391
14.210	9.940	0.570	0.390
14.220	9.894	0.570	0.390
14.230	9.858	0.570	0.389
14.240	9.833	0.570	0.388
14.250	9.818	0.570	0.388
14.260	9.814	0.570	0.387
14.270	9.819	0.570	0.386
14.280	9.830	0.570	0.386
14.290	9.847	0.570	0.385
14.300	9.865	0.570	0.384
14.310	9.885	0.569	0.384
14.320	9.903	0.569	0.383
14.330	9.918	0.568	0.382
14.340	9.931	0.568	0.381
14.350	9.941	0.567	0.380
14.360	9.948	0.567	0.379
14.370	9.953	0.566	0.378
14.380	9.957	0.565	0.377
14.390	9.961	0.565	0.376
14.400	9.966	0.564	0.375
14.410	9.971	0.563	0.374
14.420	9.977	0.562	0.373
14.430	9.983	0.562	0.372
14.440	9.987	0.561	0.371
14.450	9.990	0.560	0.370
14.460	9.990	0.559	0.369
14.470	9.986	0.558	0.368
14.480	9.978	0.557	0.367
14.490	9.965	0.556	0.366
14.500	9.948	0.555	0.364
14.510	9.927	0.554	0.363
14.520	9.903	0.553	0.362
14.530	9.878	0.552	0.361
14.540	9.852	0.551	0.359
14.550	9.827	0.550	0.358
14.560	9.805	0.549	0.357
14.570	9.784	0.548	0.355
14.580	9.767	0.547	0.354
14.590	9.753	0.546	0.353
14.600	9.742	0.545	0.351
14.610	9.733	0.544	0.350
14.620	9.725	0.542	0.348
14.630	9.718	0.541	0.347
14.640	9.710	0.540	0.345
14.650	9.702	0.539	0.344
14.660	9.692	0.537	0.342
14.670	9.681	0.536	0.341
14.680	9.669	0.535	0.339
14.690	9.656	0.533	0.338
14.700	9.642	0.532	0.336
14.710	9.627	0.530	0.335
14.720	9.613	0.529	0.333
14.730	9.598	0.527	0.331
14.740	9.584	0.526	0.330
14.750	9.570	0.524	0.328
14.760	9.557	0.523	0.327
14.770	9.544	0.521	0.325
14.780	9.532	0.520	0.323
14.790	9.522	0.518	0.321
14.800	9.514	0.517	0.320
14.810	9.511	0.515	0.318
14.820	9.512	0.513	0.316
14.830	9.520	0.512	0.314
14.840	9.535	0.510	0.313
14.850	9.559	0.508	0.311
14.860	9.592	0.507	0.309
14.870	9.634	0.505	0.307
14.880	9.684	0.504	0.305
14.890	9.741	0.502	0.304
14.900	9.801	0.501	0.302
14.910	9.862	0.499	0.300
14.920	9.920	0.498	0.298
14.930	9.971	0.496	0.296
14.940	10.012	0.495	0.294
14.950	10.040	0.494	0.292
14.960	10.054	0.493	0.290
14.970	10.052	0.492	0.288
14.980	10.035	0.491	0.287
14.990	10.004	0.490	0.285
15.000	9.962	0.489	0.283
15.010	9.913	0.488	0.281
15.020	9.862	0.488	0.279
15.030	9.812	0.487	0.277
15.040	9.769	0.487	0.275
15.050	9.736	0.486	0.273
15.060	9.715	0.486	0.271
15.070	9.710	0.485	0.269
15.080	9.720	0.485	0.267
15.090	9.744	0.484	0.265
15.100	9.780	0.484	0.263
15.110	9.826	0.484	0.261
15.120	9.877	0.484	0.259
15.130	9.931	0.484	0.257
15.140	9.983	0.483	0.255
15.150	10.031	0.483	0.253
15.160	10.073	0.483	0.251
15.170	10.106	0.484	0.249
15.180	10.131	0.484	0.247
15.190	10.147	0.484	0.245
15.200	10.156	0.484	0.243
15.210	10.160	0.485	0.241
15.220	10.161	0.485	0.239
15.230	10.159	0.486	0.237
15.240	10.158	0.487	0.235
15.250	10.157	0.487	0.233
15.260	10.158	0.488	0.231
15.270	10.161	0.489	0.229
15.280	10.166	0.490	0.227
15.290	10.171	0.491	0.225
15.300	10.177	0.492	0.223
15.310	10.182	0.493	0.221
15.320	10.186	0.494	0.219
15.330	10.188	0.496	0.217
15.340	10.189	0.497	0.215
15.350	10.189	0.498	0.214
15.360	10.188	0.499	0.212
15.370	10.187	0.501	0.210
15.380	10.186	0.502	0.208
15.390	10.186	0.504	0.206
15.400	10.188	0.505	0.204
15.410	10.190	0.507	0.202
15.420	10.192	0.508	0.201
15.430	10.194	0.510	0.199
15.440	10.193	0.511	0.197
15.450	10.189	0.513	0.195
15.460	10.181	0.514	0.194
15.470	10.167	0.516	0.192
15.480	10.147	0.518	0.190
15.490	10.123	0.519	0.189
15.500	10.094	0.521	0.187
15.510	10.064	0.522	0.186
15.520	10.032	0.524	0.184
15.530	10.004	0.525	0.182
15.540	9.980	0.527	0.181
15.550	9.963	0.528	0.179
15.560	9.955	0.529	0.178
15.570	9.957	0.530	0.177
15.580	9.969	0.532	0.175
15.590	9.990	0.533	0.174
15.600	10.018	0.534	0.172
15.610	10.051	0.535	0.171
15.620	10.085	0.536	0.170
15.630	10.117	0.537	0.169
15.640	10.144	0.538	0.167
15.650	10.163	0.539	0.166
15.660	10.173	0.539	0.165
15.670	10.173	0.540	0.164
15.680	10.163	0.541	0.163
15.690	10.145	0.542	0.162
15.700	10.120	0.542	0.161
15.710	10.093	0.543	0.160
15.720	10.067	0.543	0.159
15.730	10.045	0.544	0.158
15.740	10.031	0.544	0.157
15.750	10.027	0.544	0.156
15.760	10.035	0.545	0.155
15.770	10.056	0.545	0.154
15.780	10.089	0.545	0.154
15.790	10.133	0.545	0.153
15.800	10.185	0.545	0.152
15.810	10.242	0.545	0.152
15.820	10.301	0.545	0.151
15.830	10.358	0.545	0.150
15.840	10.411	0.545	0.150
15.850	10.458	0.545	0.149
15.860	10.496	0.544	0.149
15.870	10.525	0.544	0.149
15.880	10.544	0.544	0.148
15.890	10.555	0.544	0.148
15.900	10.559	0.544	0.148
15.910	10.558	0.544	0.147
15.920	10.552	0.544	0.147
15.930	10.544	0.543	0.147
15.940	10.536	0.543	0.147
15.950	10.527	0.543	0.147
15.960	10.518	0.543	0.147
15.970	10.510	0.543	0.147
15.980	10.503	0.543	0.147
15.990	10.496	0.543	0.147
16.000	10.489	0.542	0.147
16.010	10.481	0.542	0.147
16.020	10.473	0.542	0.147
16.030	10.466	0.542	0.147
16.040	10.459	0.542	0.147
16.050	10.453	0.542	0.148
16.060	10.450	0.541	0.148
16.070	10.451	0.541	0.148
16.080	10.456	0.541	0.149
16.090	10.466	0.541	0.149
16.100	10.481	0.540	0.149
16.110	10.500	0.540	0.150
16.120	10.524	0.540	0.151
16.130	10.549	0.540	0.151
16.140	10.575	0.539	0.152
16.150	10.600	0.539	0.152
16.160	10.622	0.539	0.153
16.170	10.639	0.539	0.154
16.180	10.650	0.538	0.154
16.190	10.654	0.538	0.155
16.200	10.651	0.538	0.156
16.210	10.643	0.538	0.157
16.220	10.631	0.537	0.158
16.230	10.618	0.537	0.159
16.240	10.604	0.537	0.160
16.250	10.594	0.537	0.161
16.260	10.589	0.537	0.162
16.270	10.592	0.537	0.163
16.280	10.604	0.537	0.164
16.290	10.626	0.536	0.165
16.300	10.656	0.536	0.166
16.310	10.696	0.536	0.167
16.320	10.741	0.536	0.168
16.330	10.790	0.536	0.170
16.340	10.840	0.536	0.171
16.350	10.888	0.536	0.172
16.360	10.930	0.536	0.174
16.370	10.964	0.537	0.175
16.380	10.989	0.537	0.176
16.390	11.003	0.537	0.178
16.400	11.005	0.537	0.179
16.410	10.997	0.538	0.181
16.420	10.979	0.538	0.182
16.430	10.954	0.539	0.184
16.440	10.923	0.539	0.185
16.450	10.889	0.540	0.187
16.460	10.855	0.540	0.188
16.470	10.824	0.541	0.190
16.480	10.796	0.542	0.192
16.490	10.773	0.542	0.193
16.500	10.757	0.543	0.195
16.510	10.747	0.544	0.197
16.520	10.743	0.544	0.199
16.530	10.745	0.545	0.200
16.540	10.752	0.546	0.202
16.550	10.763	0.547	0.204
16.560	10.778	0.547	0.206
16.570	10.795	0.548	0.208
16.580	10.815	0.549	0.210
16.590	10.837	0.550	0.211
16.600	10.862	0.550	0.213
16.610	10.888	0.551	0.215
16.620	10.918	0.552	0.217
16.630	10.950	0.553	0.219
16.640	10.985	0.553	0.221
16.650	11.021	0.554	0.223
16.660	11.059	0.555	0.225
16.670	11.096	0.556	0.228
16.680	11.131	0.557	0.230
16.690	11.163	0.558	0.232
16.700	11.188	0.559	0.234
16.710	11.206	0.560	0.236
16.720	11.215	0.561	0.238
16.730	11.214	0.562	0.240
16.740	11.202	0.563	0.242
16.750	11.181	0.565	0.245
16.760	11.151	0.566	0.247
16.770	11.114	0.567	0.249
16.780	11.074	0.568	0.251
16.790	11.032	0.570	0.254
16.800	10.993	0.571	0.256
16.810	10.959	0.573	0.258
16.820	10.933	0.574	0.260
16.830	10.917	0.575	0.263
16.840	10.911	0.576	0.265
16.850	10.917	0.578	0.267
16.860	10.933	0.579	0.270
16.870	10.957	0.580	0.272
16.880	10.986	0.582	0.274
16.890	11.018	0.583	0.277
16.900	11.048	0.584	0.279
16.910	11.074	0.585	0.281
16.920	11.092	0.586	0.284
16.930	11.101	0.588	0.286
16.940	11.099	0.589	0.288
16.950	11.086	0.590	0.291
16.960	11.064	0.591	0.293
16.970	11.034	0.592	0.296
16.980	10.999	0.593	0.298
16.990	10.963	0.595	0.300
17.000	10.929	0.596	0.303
17.010	10.901	0.597	0.305
17.020	10.881	0.598	0.308
17.030	10.871	0.599	0.310
17.040	10.873	0.600	0.312
17.050	10.886	0.601	0.315
17.060	10.908	0.602	0.317
17.070	10.939	0.602	0.320
17.080	10.976	0.603	0.322
17.090	11.014	0.604	0.324
17.100	11.051	0.605	0.327
17.110	11.085	0.605	0.329
17.120	11.113	0.606	0.332
17.130	11.133	0.607	0.334
17.140	11.145	0.608	0.336
17.150	11.150	0.608	0.339
17.160	11.149	0.609	0.341
17.170	11.143	0.610	0.344
17.180	11.136	0.610	0.346
17.190	11.129	0.611	0.348
17.200	11.126	0.612	0.351
17.210	11.127	0.612	0.353
17.220	11.134	0.613	0.355
17.230	11.149	0.614	0.358
17.240	11.170	0.614	0.360
17.250	11.196	0.615	0.362
17.260	11.226	0.616	0.364
17.270	11.258	0.616	0.367
17.280	11.291	0.617	0.369
17.290	11.322	0.618	0.371
17.300	11.350	0.618	0.373
17.310	11.376	0.619	0.376
17.320	11.398	0.620	0.378
17.330	11.418	0.621	0.380
17.340	11.436	0.621	0.382
17.350	11.455	0.622	0.384
17.360	11.476	0.623	0.386
17.370	11.501	0.624	0.389
17.380	11.530	0.625	0.391
17.390	11.564	0.626	0.393
17.400	11.603	0.627	0.395
17.410	11.645	0.628	0.397
17.420	11.690	0.629	0.399
17.430	11.733	0.631	0.401
17.440	11.773	0.632	0.403
